,date,price
15477,1989-09-19,346.54998779296875
15478,1989-09-20,346.4700012207031
15479,1989-09-21,345.70001220703125
15480,1989-09-22,347.04998779296875
15481,1989-09-25,344.2300109863281
15482,1989-09-26,344.3299865722656
15483,1989-09-27,345.1000061035156
15484,1989-09-28,348.6000061035156
15485,1989-09-29,349.1499938964844
15486,1989-10-02,350.8699951171875
15487,1989-10-03,354.7099914550781
15488,1989-10-04,356.94000244140625
15489,1989-10-05,356.9700012207031
15490,1989-10-06,358.7799987792969
15491,1989-10-09,359.79998779296875
15492,1989-10-10,359.1300048828125
15493,1989-10-11,356.989990234375
15494,1989-10-12,355.3900146484375
15495,1989-10-13,333.6499938964844
15496,1989-10-16,342.8500061035156
15497,1989-10-17,341.1600036621094
15498,1989-10-18,341.760009765625
15499,1989-10-19,347.1300048828125
15500,1989-10-20,347.1600036621094
15501,1989-10-23,344.8299865722656
15502,1989-10-24,343.70001220703125
15503,1989-10-25,342.5
15504,1989-10-26,337.92999267578125
15505,1989-10-27,335.05999755859375
15506,1989-10-30,335.07000732421875
15507,1989-10-31,340.3599853515625
15508,1989-11-01,341.20001220703125
15509,1989-11-02,338.4800109863281
15510,1989-11-03,337.6199951171875
15511,1989-11-06,332.6099853515625
15512,1989-11-07,334.80999755859375
15513,1989-11-08,338.1499938964844
15514,1989-11-09,336.57000732421875
15515,1989-11-10,339.1000061035156
15516,1989-11-13,339.54998779296875
15517,1989-11-14,337.989990234375
15518,1989-11-15,340.5400085449219
15519,1989-11-16,340.5799865722656
15520,1989-11-17,341.6099853515625
15521,1989-11-20,339.3500061035156
15522,1989-11-21,339.5899963378906
15523,1989-11-22,341.9100036621094
15524,1989-11-24,343.9700012207031
15525,1989-11-27,345.6099853515625
15526,1989-11-28,345.7699890136719
15527,1989-11-29,343.6000061035156
15528,1989-11-30,345.989990234375
15529,1989-12-01,350.6300048828125
15530,1989-12-04,351.4100036621094
15531,1989-12-05,349.5799865722656
15532,1989-12-06,348.54998779296875
15533,1989-12-07,347.5899963378906
15534,1989-12-08,348.69000244140625
15535,1989-12-11,348.55999755859375
15536,1989-12-12,351.7300109863281
15537,1989-12-13,352.75
15538,1989-12-14,350.92999267578125
15539,1989-12-15,350.1400146484375
15540,1989-12-18,343.69000244140625
15541,1989-12-19,342.4599914550781
15542,1989-12-20,342.8399963378906
15543,1989-12-21,344.7799987792969
15544,1989-12-22,347.4200134277344
15545,1989-12-26,346.80999755859375
15546,1989-12-27,348.80999755859375
15547,1989-12-28,350.6700134277344
15548,1989-12-29,353.3999938964844
15549,1990-01-02,359.69000244140625
15550,1990-01-03,358.760009765625
15551,1990-01-04,355.6700134277344
15552,1990-01-05,352.20001220703125
15553,1990-01-08,353.7900085449219
15554,1990-01-09,349.6199951171875
15555,1990-01-10,347.30999755859375
15556,1990-01-11,348.5299987792969
15557,1990-01-12,339.92999267578125
15558,1990-01-15,337.0
15559,1990-01-16,340.75
15560,1990-01-17,337.3999938964844
15561,1990-01-18,338.19000244140625
15562,1990-01-19,339.1499938964844
15563,1990-01-22,330.3800048828125
15564,1990-01-23,331.6099853515625
15565,1990-01-24,330.260009765625
15566,1990-01-25,326.0799865722656
15567,1990-01-26,325.79998779296875
15568,1990-01-29,325.20001220703125
15569,1990-01-30,322.9800109863281
15570,1990-01-31,329.0799865722656
15571,1990-02-01,328.7900085449219
15572,1990-02-02,330.9200134277344
15573,1990-02-05,331.8500061035156
15574,1990-02-06,329.6600036621094
15575,1990-02-07,333.75
15576,1990-02-08,332.9599914550781
15577,1990-02-09,333.6199951171875
15578,1990-02-12,330.0799865722656
15579,1990-02-13,331.0199890136719
15580,1990-02-14,332.010009765625
15581,1990-02-15,334.8900146484375
15582,1990-02-16,332.7200012207031
15583,1990-02-20,327.989990234375
15584,1990-02-21,327.6700134277344
15585,1990-02-22,325.70001220703125
15586,1990-02-23,324.1499938964844
15587,1990-02-26,328.6700134277344
15588,1990-02-27,330.260009765625
15589,1990-02-28,331.8900146484375
15590,1990-03-01,332.739990234375
15591,1990-03-02,335.5400085449219
15592,1990-03-05,333.739990234375
15593,1990-03-06,337.92999267578125
15594,1990-03-07,336.95001220703125
15595,1990-03-08,340.2699890136719
15596,1990-03-09,337.92999267578125
15597,1990-03-12,338.6700134277344
15598,1990-03-13,336.0
15599,1990-03-14,336.8699951171875
15600,1990-03-15,338.07000732421875
15601,1990-03-16,341.9100036621094
15602,1990-03-19,343.5299987792969
15603,1990-03-20,341.57000732421875
15604,1990-03-21,339.739990234375
15605,1990-03-22,335.69000244140625
15606,1990-03-23,337.2200012207031
15607,1990-03-26,337.6300048828125
15608,1990-03-27,341.5
15609,1990-03-28,342.0
15610,1990-03-29,340.7900085449219
15611,1990-03-30,339.94000244140625
15612,1990-04-02,338.70001220703125
15613,1990-04-03,343.6400146484375
15614,1990-04-04,341.0899963378906
15615,1990-04-05,340.7300109863281
15616,1990-04-06,340.0799865722656
15617,1990-04-09,341.3699951171875
15618,1990-04-10,342.07000732421875
15619,1990-04-11,341.9200134277344
15620,1990-04-12,344.3399963378906
15621,1990-04-16,344.739990234375
15622,1990-04-17,344.67999267578125
15623,1990-04-18,340.7200012207031
15624,1990-04-19,338.0899963378906
15625,1990-04-20,335.1199951171875
15626,1990-04-23,331.04998779296875
15627,1990-04-24,330.3599853515625
15628,1990-04-25,332.0299987792969
15629,1990-04-26,332.9200134277344
15630,1990-04-27,329.1099853515625
15631,1990-04-30,330.79998779296875
15632,1990-05-01,332.25
15633,1990-05-02,334.4800109863281
15634,1990-05-03,335.57000732421875
15635,1990-05-04,338.3900146484375
15636,1990-05-07,340.5299987792969
15637,1990-05-08,342.010009765625
15638,1990-05-09,342.8599853515625
15639,1990-05-10,343.82000732421875
15640,1990-05-11,352.0
15641,1990-05-14,354.75
15642,1990-05-15,354.2799987792969
15643,1990-05-16,354.0
15644,1990-05-17,354.4700012207031
15645,1990-05-18,354.6400146484375
15646,1990-05-21,358.0
15647,1990-05-22,358.42999267578125
15648,1990-05-23,359.2900085449219
15649,1990-05-24,358.4100036621094
15650,1990-05-25,354.5799865722656
15651,1990-05-29,360.6499938964844
15652,1990-05-30,360.8599853515625
15653,1990-05-31,361.2300109863281
15654,1990-06-01,363.1600036621094
15655,1990-06-04,367.3999938964844
15656,1990-06-05,366.6400146484375
15657,1990-06-06,364.9599914550781
15658,1990-06-07,363.1499938964844
15659,1990-06-08,358.7099914550781
15660,1990-06-11,361.6300048828125
15661,1990-06-12,366.25
15662,1990-06-13,364.8999938964844
15663,1990-06-14,362.8999938964844
15664,1990-06-15,362.9100036621094
15665,1990-06-18,356.8800048828125
15666,1990-06-19,358.4700012207031
15667,1990-06-20,359.1000061035156
15668,1990-06-21,360.4700012207031
15669,1990-06-22,355.42999267578125
15670,1990-06-25,352.30999755859375
15671,1990-06-26,352.05999755859375
15672,1990-06-27,355.1400146484375
15673,1990-06-28,357.6300048828125
15674,1990-06-29,358.0199890136719
15675,1990-07-02,359.5400085449219
15676,1990-07-03,360.1600036621094
15677,1990-07-05,355.67999267578125
15678,1990-07-06,358.4200134277344
15679,1990-07-09,359.5199890136719
15680,1990-07-10,356.489990234375
15681,1990-07-11,361.2300109863281
15682,1990-07-12,365.44000244140625
15683,1990-07-13,367.30999755859375
15684,1990-07-16,368.95001220703125
15685,1990-07-17,367.5199890136719
15686,1990-07-18,364.2200012207031
15687,1990-07-19,365.32000732421875
15688,1990-07-20,361.6099853515625
15689,1990-07-23,355.30999755859375
15690,1990-07-24,355.7900085449219
15691,1990-07-25,357.0899963378906
15692,1990-07-26,355.9100036621094
15693,1990-07-27,353.44000244140625
15694,1990-07-30,355.54998779296875
15695,1990-07-31,356.1499938964844
15696,1990-08-01,355.5199890136719
15697,1990-08-02,351.4800109863281
15698,1990-08-03,344.8599853515625
15699,1990-08-06,334.42999267578125
15700,1990-08-07,334.8299865722656
15701,1990-08-08,338.3500061035156
15702,1990-08-09,339.94000244140625
15703,1990-08-10,335.5199890136719
15704,1990-08-13,338.8399963378906
15705,1990-08-14,339.3900146484375
15706,1990-08-15,340.05999755859375
15707,1990-08-16,332.3900146484375
15708,1990-08-17,327.8299865722656
15709,1990-08-20,328.510009765625
15710,1990-08-21,321.8599853515625
15711,1990-08-22,316.54998779296875
15712,1990-08-23,307.05999755859375
15713,1990-08-24,311.510009765625
15714,1990-08-27,321.44000244140625
15715,1990-08-28,321.3399963378906
15716,1990-08-29,324.19000244140625
15717,1990-08-30,318.7099914550781
15718,1990-08-31,322.55999755859375
15719,1990-09-04,323.0899963378906
15720,1990-09-05,324.3900146484375
15721,1990-09-06,320.4599914550781
15722,1990-09-07,323.3999938964844
15723,1990-09-10,321.6300048828125
